BUSINESS_NAME,RATING,REVIEW_TEXT
Pellino's Ristorante,5,"usually great service,  not tonight place was dead and bartender was not good at all!"
Fasika Cafe,4,amazing food  service is incredible and obviously the best espresso martini ive ever had
Garlic 'n Lemons,5,"great atmosphere, food, and service."
Roast Beast,4,"first the good stuff the sushi is pretty decent. considering that the only other sushi place that i know of  that can be found in the area is located in symphony, mission sushi  wok isnt a bad alternative. both the super eel and christmas roll are delicious and they do a decent job on other sushi staples. other good dishes include the dumplings and their take on pad thai extra peanuty flavor!however, whats wrong with the place is really a big deal.the tofu that they use, for whatever reason, always makes me sick and i eat tofu a lot. i know for a fact that i am not sensitive to soy products. and i am not the only one who has problems with the tofu. a couple that i know went out there and came back feeling nauseous. twice now i have ordered the tofu and both times i end up being sick to my stomach afterwards.overall stick to the sushi. avoid anything with tofu in as much as possible."
Restaurante Cesaria,5,food was good. customer service was excellent.
"The White Bull Tavern | Boston's Best Comedy, Nightclub, Restaurant",4,"a decent italian restaurant.  not great, not bad.  good for large group meals"
McDonald's,5,translated by google best of bostonoriginalngon nht  boston
Dolce Vita Ristorante,5,"absolutely love this place. atmosphere is phenomenal, laid back. my co worker and i were treated like gold. just the place to go after work. very good meats, drinks."
Erbaluce,5,not tasty at all place never got off the ground here there best chef went to a ghost walks in theater district boston
Rail Stop Restaurant & Bar,5,not very goodjust ok
Next Step Soul Food Cafe,5,"a must for sunday night sinatra night.  it has a 50s charm.  the cover band, which often plays for swing dances in cambridge, is excellent."
Penang Malaysian Cuisine,5,good quick lunch
Rome Pizza & Grill,5,great view of the city a little pricey but worth it must visit this place
Emilio's Pizza,5,high quality ethiopian food
Blue Smoke Restaurant,5,top 3 burger in boston
Mi Pueblito Restaurant,4,most amazing pr food ever
Gyro and Kebab House,4,love the food here! it can get a little pricey but well worth the spend. definitely go with people who love to share food 
Taquería Jalisco,5,i got takeout from here and i thought it was delicious. the meat in the chicken tikka masala was of good quality and the sauce tasted very good. the mutter paneer was also delicious. the staff were very friendly.
Chinatown Cafe,5,"really nice ambience, good quality food and excellent service. however, there are limited vegan and vegetarian options."
Bertucci's,3,great food with a fresh flavor
La Motta's,3,big beers and pizza
Dillon's,2,the kefta kebab is below average and the salad is horribly done. never seen such big salad chunks. overall 2 starts for the food..the one star is because asking for a water cup with an ordered meal was not an option in this place...have never seen that before!!!
RED WHITE BUDDHA RAMEN,5,"indeed, always fresh and perfectly cooked and served seafood. my frieands and i have been there several times and we really have had no surprises just feast!"
Eataly Boston,5,quite the hole in the wall kind of place. delicious!
Uno Pizzeria & Grill,2,"server forgot to put in appetizer order. food that did come out was good but the experience was not worth the price. server snapped up the completed and run tab the very second we took our copy of the receipt. tacky. overall, not worth the hype."
SRV,3,best mexican food in the area
Bollywood Grill,4,"translated by google korean restaurant. you need to season the whole crab and apply it yourself. it can be cumbersome, but delicious. the price is around 2030 dollars per person.original  .      .   , .   2030 ."
Abe & Louie's,5,"translated by google the best chinese restaurant in chinatown, the lobster meal is very good! there is also a chinese supermarket at the back, which is very convenient.original"
Tasty Cafe Boston,5,great salad.
Pollos A La Brasa El Chalan,5,came here for a baby shower. food was great! service was wonderful. restaurant was very clean and in a great area.
Shojo,2,"nice burger variety, and cool atmosphere!"
Fleming’s Prime Steakhouse & Wine Bar,5,pretty great place
Cappy's Pizza & Subs,1,"they run a real good business. everything is tasty, and i like the owner."
Sweet Rice Charlestown Thai Sushi,4,the food is so delicious!! the customer service is good as well. but the alcohol drinks isnt strong enough.  its below standard and i suggest they improve on the bar tendering.
QDOBA Mexican Eats,4,"great falafel rollups and rice plates. if you like mediterranean, this will not disappoint you for a quick bite to eat"
Pizzeria 260,5,good food and good prices only downfall the sitting is short and uncomfortable very little space other then that everything was outstanding including customer service
Panda Express,5,just not as good as i remember it to have been. restaurant was clean and staff is friendly but the good is just low budget
by CHLOE. - Back Bay,5,moderately priced. really good food. dumb thicc napkins. excellent water. enjoyable ambiance. recommended.
Wahlburgers,1,"tasty, local, counter serve mexican. its right across the street from the stony brook stop and they fill orders quickly even when theyre busy so its great for take out on the way home. it is a tiny place, but if theres no seating open it is right against the park which is convenient for a taco picnic if the weather is agreeable.the grilled corn is amazing."
Eastern Pearl,5,"perfect, perfect and perfect! i love everythings! foods, drinks and servers!!"
Piattini,5,unbelievable staff and service.  top notch!
Lolita Fort Point,3,addicting!!!
Italian Express Pizzeria,5,translated by google excellent atmosphere for drinking beer with friendsoriginalexcelente ambiente para beber cerveza con los amigos
Hurricane's at the Garden,4,cost to much money
Chilacates Mission Hill,5,great food! a great lunch a couple of orders of the grilled pita bread with toppings  the eggplant is delicious.
bartaco,5,"i came here for lunch recently, and the food was delicious, but the service wasnt very good and it wasnt even remotely busy. house margarita was just ok, nothing too remarkable."
Schultzy's Place,5,great place excellent service
wagamama seaport,5,the food isnt as good as it used to be
ReelHouse,4,disgusting food. gross
Savvor Restaurant and Lounge,5,"delicious! our server elliott was super kind and attentive. he made our guacamole tableside and refilled our chips as needed. we ordered the flautas, empanadas, and quesadilla which were all amazing. they also gave the table rice and beans which was a nice touch! the margarita and mojito were awesome! i would go back again and again if i lived in the area. you must check this place out. reasonable prices and super cool inside."
Bristol Restaurant and Bar,5,great deal on tasty burritos.
Pollos A La Brasa El Chalan,5,most amazing evening ive spent eating in years!left glowing with excitement over the different delicacies i had just savored.
Bhop - Boston House of Pizza,3,restaurant seems nice but the customers were cheering on the yankees during the world series. dessert was good.
West End Pizza,4,"new flex options are very strange, and the overall quality seems to have deteriorated over the last few years."
Stella Restaurant,5,amazing slices. love this chain.
La Catrina - Mexican Food,4,"unique, but felt like a second class citizen when i brought my children to this relatively nice place to eat. i mean cmon theyre near the childrens museum, the staff shouldnt give you the cold shoulder when your bring your kids in. there was no childrens menu."
Antonio's Cucina Italiano,1,"awesome hideaway, great service and delicious cheeseburgers. outdoors seating is comfortable and welcoming. service is prompt. love this place."
Hong Kong Eatery,4,very nice young atmosphere
906 Homwin Chinese Restaurant,3,quick and friendly service always.
Gourmet Dumpling House,5,great portions and pizza. very friendly employees as well
Fox & The Knife,1,"having lived in china, these are the most authentic and delicious dumplings ive found in boston, including the xiaolongbao soup dumplings. ive eaten here a handful of times and the food is consistently excellent with fast, attentive service. crowded and bustling. the dishes are also huge and wonderful to share!"
Raising Cane's Chicken Fingers,5,the delivery speed was awful took an hour for the guy to get one town over.
Marlborough Super Buffet,5,the gorgonzola burger is sooooo good ! only for those who truly like blue cheese.  must try
Boston Seafood,5,a little pricey bit very tasty pasties. people there are very nice.  we had the chicken pot pie pasty and the chicken tika masala and then shared the apple pasty. all good
Scola's Café,3,"go early, well before 9. dark, sexy, impressive spot. must have a reservation to sit at a table.  the bars are great and one of them serves apps without a reservation. if there is a line outside then its too crowded inside to truly enjoy. dont wait in line, youve already missed out."
Hot Pot Buffet,3,"food was great, lively atmosphere, fast service."
Boston fried chicken,5,bad pizza
AK's Takeout & Delivery,5,seriously spicy.
La Tapatia Taqueria,5,check out the outdoor patio! servers really know the wine and food menu well...
Tiger Mama,5,all the staff members are great!
Hojoko,5,great food good customer service
Chuck E. Cheese,3,my manager and colleague often order food from here so i decided to try. my favorite chicken parm with ziti was served hot and very tasty.store is very clean also.definitely will try more different dishes from here.
Little Asia Restaurant,5,"a much better 99 than what i have tried at some other places which made me hesitate to try again for years until last night when seeing a crowded parking lot.unlike before, this restaurant serves food with desirable light flavors and healthy concepts, and cook just right with large portions. prices are reasonable, too. environment is neat plus services are very satisfactory.a total pleasant surprise to me and my wife a shout out for the management team. we will definitely come back again."
Parla,3,nice east boston spot. good brunch. great city views on the water.
Linguine's Italian Eatery,5,delicious sides and awesome meats....also a great selection of brews and mixed drinks.
James Hook & Co,3,great food. meh service. will sit at the bar next time.
Chinese Dragon,3,expensive.
Energize,5,"better than kfc, try the biscuits!!"
The Cheesecake Factory,5,food was just bad.  been to a few legal seafood restrants and never had a bad meal until this afternoon experience.  must be for tourist who dont know any better.  avoid.
Blue Dragon,5,"since i was privy to the sizeable portions mentioned on phantom gourmet, i went with the half size and it was perfect. perfect in size, perfect in noodle texture, perfect in lobster quantity. love love love that they garnish it with a fried lobster claw. how cool is that?! also, i got mine without the peas. my husband got the got the cowboy steak. he was going back and forth and went with this one and steak tips. the cowboy had blue cheese and carmelized onion butter on top. yum! he really liked it and thought it was cooked perfectly. we waited for our meal for 47 minutes. i kid you not. there was a genuine mix up. they offered us free drinks but we declined. we would have liked dessert since it was my birthday but didnt want to try to negotiate."
Riccardo's Ristorante,4,awful bartenders.
Yamato Hibachi & Sushi Bar,4,nice little indian food joint. gets packed during office days. finding a place to sit might be difficult. but super quick service and if you are ok with to go you are in for tasty indian food. check out the goat curry with rice. delicious
Frontera Grill,5,i love their kale ceasar salad!!!
Boston Hot Dog Company,5,great food our waitress was really cool and just a cool atmosphere
Burger King,5,translated by google good productsoriginalbuenos productos
The Gallery,5,great place! love the variety of choices.
Bricco,5,"a beautiful execution of ramen  with a small restaurant that simulates the japanese ramen shops of origin. the line is long, yes. but the payoff was extraordinary. i highly recommend."
Cappy's Pizza & Subs,5,"i love lauren, jack, billy, nancy, and red lion sushi. great place!"
Live Noodles,5,"not the best food quality, but lolll i love their matcha icecream! you cant ask for more for such price tho."
Arya Trattoria,4,always spectacular.
Samurai Express,2,amazing food. super fast service. very affordable.
Nino's Pizza,4,my saturday morning breakfast
Yellow Door Taqueria,4,"the sandwiches are very good, but i feel as though one has to order a side dish which usually are very good to round out the meal"
Sapore Ristorante & Bar,4,the spicy pork ears in my takeout were absolutely rotten
Ruth's Chris Steak House,5,friendly and good sushi
Tasty Cafe Boston,4,"got the lemon chicken,  it is what you should expect."
Tremont 647,4,good. very good.
Tenoch Mexican,4,"when my friends come to town this is one of the places i bring them for the divebar feel. great location right in back bay, next to kings if you wanna play some pool and close to a lot of other good bars. super cheap drinks, awesome vibe, great place for a late night chill. food isnt bad either!"
Fiouna's Restaurant,5,"still the best gyro in boston! i seriously love gyro city! they also prevent waste by using the app food for all, so be sure to download the app for a discount on the best gyros in boston. get some of their delicious baklava as well!"
Love Art Sushi,1,"55. peanut free kitchen, so great for those with allergies. menu is always killer. just wish they would serve more vt beers."
M.J. O'Connor's,5,translated by google good food. fast service good localoriginalbuena comida. rpido servicio. buen local.
Num Pang Kitchen,5,"cant say enough!  great seafood and burgers, and ice cream and shakes at a great price!"
Thai Dish,5,best pizza in existence.
Bonne Chance Cafe,5,"we loved bartaco! you might think, yet another place trying to do the upscale taco truck thing, but bartaco actually delivers! the tacos are all delicious. the atmosphere is great, and is suitable for kids. the chicken kids meal was fantastic and our kids loved the food. highly recommended by a boston local"
Chicken And Rice Guys,4,same a dunk except all the proceeds go to homeless people
Harry’s All American,3,they took amazing care of out party and the food was delicious!!
Island Creek Oyster Bar,5,nice food but a tad pricy
Thaitation,5,very tight quarters. great food. great server.
Rod-Dee 2 Thai Cuisine,5,very place
Moko Japanese Cuisine,5,we went here for the dumplings. i was side tracked by the scallion pancakes. they are amazing.
Al's State Street Cafe,3,ever since they re opened they started burning all my food? like the entire order is visibly black. not sure if they changed chefs?
Starbucks,5,what a beautiful dining experience.
Phở Pasteur,5,the impossible burger is the best burger in town
No Name Restaurant,4,food and drinks are great  a little dark service is a 10 
Sakurabana,5,"love this place. the food much of which is local is always very fresh and the menu inventive. i have been for dinner many times and brunch once. the cocktail menu is creative though the beer list is really what draws me. i usually dont like to sit outside but on a nice evening, their patio is secluded and spacious enough that i enjoy it. the staff is always friendly, attentive, and food comes out fast. do not neglect to leave room for their amazing pecan pie!!!"
Bar Louie,5,as good as any chipotle ive been to. food is flavorful and employees are nice and friendly.
Siano's Italian Pizzeria & Restaurant,5,server was very incredibly rude and condescending.
Boston Shawarma,4,"the food was good but the service was really lacking. i would like to have given 4 stars but we went for sunday brunch with 1230 reservations through open table. she came by 3 times  before delivering our coffee on the 4th trip after providing excuses, such as, the coffee is all the way in the back. i will say she did get us our first glass of water quickly which was critical to alleviating my hangover. the problem was i had to ask for a refill on my water, again, 3x and if she has just said she forgot it would have been better than never taking responsibility a pet peeve of mine.  the food was good, not great, and borderline for the price, esp when coupled w the service. the live band was a sublime cover, and they played well. overall, there are better options, altho this probably should have been expected given our ability to get last minute reservations on a sunday."
Erbaluce,5,my goto place whenever i want fries. perfect every time.
sweetgreen,4,the 3rd floor has awesome vista and tremendous food. we ordered the sushi and were not disappointed. it gets crowded and the bouncers are often not very friendly.
Mei Mei,5,love their veggie omelette!
Cobblestone Café,4,family based italian restaurant with full bar and good food.
Tasty Burger,4,one of the best to get thai food! very authentic and real to thai local food. the price is on the high side but it is well worth every .
D'Angelo Grilled Sandwiches,5,"great spot to grab a burrito.  theres usually a couple of people in line, so everything is usually deliciously fresh plus you can see and smell all the goods cooking behind the counter.  my goto is a pork burrito with everything.  10 minimum for cards."
Cafe Artigiano,4,"really its the hostess fault. the hostess was incredibly rude to my wife. we should have just left when she behaved that way to her, but it was late and we were hungry. aside from that the food was tremendously oversalted so the bad food added insult to injury. i think the mongolian beef was the only thing that was okay, but the sides of rice just arent cooked well or perhaps it is just old rice cooked in the morning or the day before so since i was there late at night we got stale rice?. this was a few months back and i just remembered i wanted to leave this review so that your hostess are trained not to treat customers like were trash especially since were minorities, and we are well aware that we never see anglos get treated with the slightest hint of disrespect at any restuarant, and certainly not a pf changs. ive been to pf changs in stamford ct, and seattle wa, and this is the first time i had a bad experience. needless to say ill never go back."
Honey Dew Donuts,5,"great seafood, and very helpful staff"
El Peñol,4,roll a d20 get a cocktail!
No Name Restaurant,5,"wow! soo good! fried chicken, crab dip, alligator fries parking not good"
Spring Shabu-Shabu,4,too tasty! best mexican around.
Table Boston,4,translated by google very rich i love itoriginalmuy rico me encanta
Bristol Restaurant and Bar,1,it just not the same taste like when the owner was alive!!!
Moonshine 152,4,"pretty decent burrito. more filling options than chipotle, but the burritos are smaller. they have a large size burrito."
Rosticeria Cancun,4,translated by google very tasty and all its staff are very friendlyoriginal      
MIJA Cantina & Tequila Bar,5,great food selection for seafood lovers and others too
Supreme House of Pizza,5,"good food, good staff nice place"
Chinese Dragon,2,"terrific dinner, the minestrone was so good and our dinners were all great. service and wine list were perfect. cant recommend them enough."
Love Art Sushi,1,high quality. slightly expensive but worth it.
Papa Gino's,5,"this is a great place for food and drink, but an amazing escape on the weekend.  get here early and stay here late, its worth it!"
Capo Restaurant & Supper Club,5,"typical dunkin donuts coffee, donuts, sandwiches with a small sitting area."
Wing's Kitchen,5,its chipotle you are going to get a decent burrito for not much money.
Tertulias colombian restaurant,5,its okay. very noisy. tvs covering every wall and people talking over them makes it hard to have a conversation. if you go on football sunday expect to wait for a long time.
Boston Bay Pizza 3,5,conrads rocks for lunch! great sandwiches and specials. friendly service and deliciously indulgent fooddrinks 
ZC Boston,4,translated by google great cuisine with a great welcome. a place well isolated from downtown but very warm and gourmet.not to missoriginalsuper cuisine avec un super accueil. un endroit bien isol du downtown mais au combien chaleureux et gourmet.a ne pas rater
Sweet Kingdom,5,good french food
Wing's Kitchen,5,"top of the hub is located in the prudential center on the 52nd floor. a nice relaxed place to have drinks with one of the best views in boston. its affordable for basic americanboston food fare. there are multiple options for dining as well. i prefer the lounge area to the right adjacent to the bar along the south side of the building, but the formal dining area is a also a really nice spot for an evening dinner. the food is good and the price you pay is for the decent food, but also the view. after 8pm mon  fri. there is a live jazz band with excellent tunes. you are requested required to spend 25person unless its changed after 8pm. overall great place for taking visitors or for special occasions."
Grassroots Cafe,5,okay its mcdonalds
Granary Tavern,5,"simple double cheesburger, fries and a coke!! well made and yummy!!! their coupons are great deals!!!"
2TWENTY2,4,food poisoning from the wingsblue cheese sauce
PURO ceviche bar,5,"great seafood and great service, but loud environment."
The Courtyard Tea Room,5,very busy mcdonaldswas treated nice and fast
Compari's Banquet Facility,3,great pizza and never too crowded
Spyce,5,"nice cocktail and wine list, oyster happy hour is a plus! little bit of shells in the oysters but for a dollar its a deal."
Au Bon Pain,1,great specials
Sportello,5,amazing authentic venezuelan food. reminds me of home
Andre's Cafe,5,"pho soup is fantastic, great service!"
Kayuga,5,"simply, this place worth every single "
Audubon,5,cheap prices for fast food place
Bricco,4,love the donuts in the coffee.
Palate Restaurant Latin Inspired Cuisine & Bar,4,good but pricy
Friendly's,5,"the lounge is fantastic, great view"
Tuscan Kitchen,4,authentic food with great atmosphere. excellent staff. lots of parking.
Phinista Cafe,4,pricy but worth every penny
"Explorateur Cafe, Restaurant & Bar",4,"tiny little place and with all the people it was way too hot inside. food is pricey and nothing special. my husband liked his dish but didnt think it was worth it. my dish personally was awful. ordered an almost 20 plate, took 2 bites and left it. it was fish covered with some kind of red sauce. the fish wasnt done well and there was way too much sauce on it. very disappointed. will not go back."
B&G Oysters,3,"great atmosphere, great beer list, and i love the far side wallpaper in the bathroom. even though the name suggests otherwise, there are vegetarian options on the menu!"
California Pizza Kitchen at Prudential,5,"just a nice hard rock cafe! nice n friendly staff, good service and the prices are ok!"
El pilon restaurant,3,"weve been to nobo quite a few times now and its always been a great experience. they have great sushi, great noodles, great entrees and drinks that kick. id recommend starting with an order of the shrimp shumai and the spicy edamame. i personally go for the house yakisoba and the shrimp tempura roll or if im looking to get an entree, ill go for the roasted duck which is incredibly delicious. the few times weve gone, tiffany has been our waitress and she is so kind and provides great service and she knows the menu so im confident in asking her for recommendations. ive looked at a few of the other reviews and there is mention of high prices, however that is not to say that they are unfair. nobo is a bit expensive, but youre absolutely getting what youre paying for. cant wait for our next visit. thank you, nobo! 5 stars everytime!"
Galley Diner,4,translated by google good to go to eat with children and eat something fast is very good place ...originalbueno para ir a comer con los hijos y comer algo rapido esta muy bien el lugar...
Tora Japanese Restaurant,4,"theres a lot of south asian food in boston, but the elephant walk has some of the best in the boston area. the decor is also nice, and there is a pretty good wine selection as well. surprisingly, however, the bathroom is tiny, down a staircase, and in pretty rough condition. its so jarringly at odds with an otherwise excellent restaurant that its hard to determine what happened."
Curry House,5,bartenders are knowledgeable professional courteous. they have loads of bourbon s!!! the honey mustard wings are excellent and the calimari is even better!
Mirchi Nation-Indian Kitchen,5,its more customized indian food. worth trying
Maxine's On Saint James,5,"delicious food, excellent atmosphere and staff. favorite place in the north end."
Riccardo's Ristorante,5,"this is the worst starbucks in north america, easily."
The Upper Crust Pizzeria,4,staff seemed knowledgeable and attentive. the decor was beautiful.
Frenchie Wine Bistro,3,"great beers, great bread and meat plates!"
Oasis Vegan Veggie Parlor,5,"we always have a great experience at srv. i recommend the arsenale menu, which is a delicious series of courses that they are always happy to modify to meet any dietary restriction.this is one of those few restaurants where they have paid attention not just to the food and service, but also to the other details  temperature, lighting, noise, etc.  that make the whole experience enjoyable."
The Point,5,"good foodloved their pizza! not so good servicethey never looked at ones eyes, messed the order up which led to waiting extra time for the correct order, and their fountain sodas were flat."
Maggiano's Little Italy,4,great prices.  good service.  great drinks.
Schultzy's Place,5,great pizza and subs plus the gyro meat is fresh cut and cooked for each order
Papa's Pizza Company,2,great stage for smaller set bands. love seeing shows here!
Hard Rock Cafe,4,fish tacos are tasteful.
JMP Fine Indian Cuisine,5,"delicious squid ink pasta in a beautiful setting, especially outdoors"
Aquitaine,4,"really nice atmosphere  the patio will be so nice in the summer. and they accepted a coupon for my free birthday appetizer and they gave me a birthday dessert, as well! very kind staff and a modern interior. not to mention the food was delectable i recommend the chicken and waffles and southwesten tots!"
Shun's Kitchen,5,waterfront with outdoor seating and quiet atmosphere. food choices excellent.
Boston Kebab House,5,"picked up for my girl. she loved the food there. the portions are huge, and the staff when i met them are really gracious and the manager went all the way to wrap everything in a plastic bag so i can take it in my bike. recommended for indian food !"
QDOBA Mexican Eats,5,"this review only pertains to my experiences with their dim sum menuwhile not my preferred place to go for dim sum, this place is growing on me. their pork buns are delicious and are, perhaps, the perfect size. not too big but not to small either. the rice dish that is tucked within a lotus leaf is also quite good, though china pearls features some king of meat within it, something i found odd since i always thought this was a vegetarian dish. a friend who has grown up on dim sum and acted as my groups culinary navigator confirmed that it doesnt usually have meat inside but can on occasion. other things that my group of six ordered shrimp dumplings, those long, flat noodles, sticky rice, pork dumplings you can tell im a dim sum expert, and those delicious sesame balls for dessert. they do have a buffet bar with other things but ive never ventured over there so i cannot stay what they havedont have.i will say that this place can be super crowded, especially if you are thinking about visiting on the weekend. plan ahead you might have to wait up to a half hour to be seated, though those tables do turner over fast. also, waiters can be hit or miss. same for the carts. you could be waiting fifteen minutes for the right cart to come by only to have it run out of food again before it reaches your table.despite the cons, this place is great, especially if you are new to dim sum or introducing it to your friends. one final thing dont come here if you are a vegetarian. one of my friends is and she could only eat maybe two dishes, both of which our dim sum navigator had to find for her. if you love meat though, come on by."
El pilon restaurant,5,quick and easy
Royal Pizza of Norwood,5,"ok, but nothing special  the portion was small for the price."
Shaking Crab (Boston Common),5,best pupusas!!
Riccardo's Ristorante,5,the boneless chicken and onion rings are fantastic!!
Kaju Korean Cuisine — Kenmore,4,"its ok,  nothing great just average"
Legal Test Kitchen,3,i love this place. in the summer they rooftop patio but year around their upstairs is circled by windows. good food. good price. fun and tastey cocktails. like the rowdy republican.
Boston Market,4,the steak was markedly mediocre for what should be a top notch experience. strongly suggest capital grill for a proper steak
Smith & Wollensky,4,"if you plan on visiting the restaurant on a saturday evening, make sure you have a reservation. were new in town and just showed up around 7pm on a weekend night and it was super busy. we were greeted immediately and the hostess found a table for us, the last available table for that hour. i like the environment and decor, and how you can see the kitchen and all the prep. drinks were nice and he pizza was amazing! family friendly place too."
Sunset Cantina,4,perfect salad
Rina's Pizzeria & Cafe,3,the dunkin donuts in downtown. corner mall is a very nice place the people who serve are very friendly. speaking english and spanish l recommend it
The Sevens Ale House,5,"fine wine, delicious food. i wanted to kiss the chef. this is date night atmosphere and authentic italian."
Boston Kebab House,4,fresh and tasty.
Boston Burger Company,4,met up with my family and was a great experience. looking forward to another gathering there
Dino's Cafe,4,"this place is great! amazing interior, and a lovely ambience. the food was delicious. overall, this is a place i recommend to all asian food lovers"
Los Pinos Mexican & Salvadorean Restaurant #1,4,love the brunch
Kapow Thai Cuisine,5,"delicious food, and extremely friendly service! will definitely be coming back here soon. highly recommend!"
by CHLOE. - Back Bay,5,spouse really liked the seafood ceviche. i thought the grilled shrimp  scallops was light on the scallops skewer and way too heavy on the roasted potatoes and kale.
Thornton's Fenway Grille,4,one of the best experiences in a while. great prices and great portions.
Abe & Louie's,5,national chain serving up great burgers made to order.
Gyro and Kebab House,5,food is fine. good beer flights!
Artu,5,their burgers are really good and it is conveniently located right next to the station.
Longwood Grille & Bar,2,very authentic cuisine
The Red Hat,4,translated by google the best and goodoriginallo mejor y bueno
@UNION,4,translated by google seafood is not very deliciousoriginalhi sn ko ngon lm
Fresh City,5,the food was good. the service was bad. just orders wrong. took far to long to replace. would not go back.
Mandarin Wilbraham,4,"ive had multiple sushi rolls, entrees, appetizer and their nickiri all of them have been incredible. the crab fried rice was spectacular and the fatty tuna nickiri has been my favorite so far."
Compari's Banquet Facility,3,best pizza in existence.
Woody's Pizza,5,"food is pretty darn good, so dont expect anything from service. will come back again for the food."
Pedro's Tacos,5,small dunks. reasonably clean.
Fugakyu Cafe,3,delicious as always!
Pressed,4,gorgeous place with great food and cocktails
Kings Dining & Entertainment,5,"the food is not even ok, not very authentic thai..the staff could not speak english.very disappointing!"
Kayuga,5,loved the ambiance and the food.
Boston Bay Pizza 3,5,ive had chinese food next door and this place is way better.
Taco Bell,5,wonderful food for a wonderful prices
The Merchant Kitchen & Drinks,3,love the bread fort worthy rib eye best steak eva
Tip Tap Room,5,awesome food and great atmosphere. host and service was not good.
Champions,3,"good foodtiny tacos filled me, good vibes, no main stream music, great decor."
Burtons Grill & Bar of Shrewsbury,5,translated by google the tripe soup very richoriginalla sopa d mondongo muy rica
Chili Basil Thai,5,"bit loud, but great food."
Boston Hot Dog Company,5,"we were able to get a seat quickly even when it was busy. they work fast, bringing your food out at a steady pace and cleaning up your finished plates. the prices were reasonable and the dishes were family style. we got a bunch of different dumplings and an entree. the food was delicious and fresh."
Clover Food Lab,4,wack
Eventide Fenway,4,really tasty italian food but the ambiance docks it points because it is basically not doable as a date place. theres hardly any seating across from each other or twoseater tables at all for that matter.
Taiwan Cafe,4,great place to try greek food that isnt the typical gyros and kebabs that most people think of as greek food.highly recommend the uvetsi short rib with orzo and the zucchini chips.  the grilled octopus was good too.only negative is somewhat high pricing but its typical of the south end area.
Laz Cafe,5,translated by google expensive drinks. waiters do not know what is soldoriginalbebidas carisimas. meseros no saben lo que se vende
Bacco Ristorante & Bar,5,translated by google they have nowhere to put baby carsoriginalno tienen por donde meter coches de bebes
Assaggio,4,"good service, great food, big portion size, moderate price. very nice place for a chill brunch during the weekend in mission hill. totally worth the waiting list we got there on a saturday at 1pm and waited around 40 minutes to get a table. suggestion their morning madness see pic is amazing !!"
PITA Restaurant,4,"food is good and spicy but service is sad. one waiters was so unhappy and moody and the other one uses her mask incorrectly she didnt cover her nose. however, she was the first one telling me to put my mask on inside."
Bred Gourmet,5,fantastic venue. great food and italian cuisine in a friendly family atmosphere.
La Abundancia Bakery & Restaurant,4,this place is wonderful and awesome food
Rincon Limeño,4,lillys is amazing. the best pasta in boston. the owner is a real stand up guy as well.
Deb's Diner,2,you can have your own personal pizza and the drinks are awesome!
Cappy's Pizza & Subs,4,mouthwatering specialty burgers made from responsibly sourced ingredients.
Anna's Taqueria,5,"love the impossible meatballs but service is not very professional wrong order, missing items..."
Neighborhood Pizza & Pasta House,5,"very small shop, just a few seats at a counter. when theyre grinding the coffee, the noise fills the place."
Top of the Hub,5,"no cover fee, cheap drinks not really a dress code definetly a good place to visit. alot od college kids too from around the area."
"Happy Lamb Hot Pot, Boston 快乐小羊",3,good chowda for a tourist joint. shop around and try walking off the trail. this is a fast food location. still worth a visit.
Las Delicias Colombianas 2,4,"great local hot spot, all the food was excellent and drinks were innovative. the place was packed with locals but we had reservations for a booth so no issues, our waitress was excellent and knowledgeable of all items. plus an oyster bar??? seems a little off for a taco place but who cares, they were excellent too!  im not a big fan of nachos but ours were great, the fresh different toppings made me a fan of theirs."
Cafe Artigiano,5,"went during an off hour 2pmish seated immediately at the bar because it was mostly open. great cocktails, delicious pasta and fantastic pizza"
Wendy's,5,romantic atmosphere. good food
Libertine,1,"very upscale in terms of menu, price, and ambiance. food was average. during our meal, the waitress broke a glass nearby and glass went flying all over our table. two people were done with their meal, but 2 of us were not. our plates were whisked away and the check was brought to the table. when we mentioned that we werent done with our meal, we were told that it was thrown away because it had glass in it. no other rectification was given. wont be going back."
Charleys Philly Steaks,5,"great place and fast to grab a bite. the chicken plate is delicious with chicken, rice, lettuce and a pita."
Great Taste,5,"beautiful dinner! small place, huge meatballs! delicious!"
Buttermilk & Bourbon,5,the food was bomb
Coreanos Allston,3,good food
Locale,5,translated by google we visit the place very often with our family .... very delicious food and excellent service.originalvisitamos el lugar muy seguido con nuestra familia....muy deliciosa comida y excelente atencin.
Wen's Yunnan noodle and Ramen 过桥米线,4,lively.... .great decor....
Artisan Bistro,2,one of my favorite places to get tacos and burritos! definitely try el pastor and las carnitas! so so so good! very clean and super friendly place!
Galley Diner,5,"the food was decent, but it messed up my stomach.  and my friend puked afterwards.edit i went again and had a much better experience. so im updating my rating to reflect that."
Boston Pizza & Seafood,1,consistent food
Gyro City,4,"we just had 50 worth of food tossed because it was so bad. crab rangoon overcooked beyond eatable, rice and spareribs were incredibly dry  just awful. ill be stunned if they even respond to this review."
Pikaichi,3,best chowder i had in boston! tuna burger was excellent!
Pauli's,4,"very fast service and highquality bowl, though the price is a bit high for the portion size. i got the chicken which was very flavorful. the rice and veggies were wellcooked as well. starts to get busy around 114512 but the line moves fast."
Love Art Sushi,4,"great food, clean place, well worth the money."
The Q,4,great margarita pie! and this is coming from an italian from nyc.
